ranking,name,review_counts,url,phone,address,review_stars
,"            S&W Pepper House
        ",27,https://www.yelp.ca/biz/s-and-w-pepper-house-burnaby?search_key=69182,"        (604) 451-3916
    ","             4500 Kingsway Burnaby ,  BC   V5H 2A9 
        ",3.5
,"            Szechuan House
        ",12,https://www.yelp.ca/biz/szechuan-house-burnaby?search_key=23709,"        (604) 439-3029
    ","             4394 Imperial St Burnaby ,  BC   V5J 1A9 
        ",3.5
,"            Cheng Du Xiao Chi
        ",4,https://www.yelp.ca/biz/cheng-du-xiao-chi-richmond?search_key=23709,"        (604) 278-6609
    ","             4160 No 3 Road Suite 150 Richmond ,  BC   V6X 2C2 
        ",5.0
,"            Hoitong Chinese Seafood Restaurant
        ",10,https://www.yelp.ca/biz/hoitong-chinese-seafood-restaurant-richmond?search_key=23709,"        (604) 276-9229
    ","             8191 Westminster Highway Suite 160 Richmond ,  BC   V6X 1A7 
        ",4.5
,"            Long Shun Yuan Restaurant
        ",2,https://www.yelp.ca/biz/long-shun-yuan-restaurant-vancouver?search_key=23709,"        (604) 569-0726
    ","             3309 Kingsway Vancouver ,  BC   V5R 5K6 
        ",3.5
,"            Double One Chinese Restaurant
        ",14,https://www.yelp.ca/biz/double-one-chinese-restaurant-burnaby?search_key=23709,"        (604) 291-7832
    ","             4057 Hastings Street Burnaby ,  BC   V5C 2J1 
        ",3.5
,"            Tsim Chai Noodle Restaurant
        ",78,https://www.yelp.ca/biz/tsim-chai-noodle-restaurant-richmond?search_key=23709,"        (604) 273-6288
    ","             8251 Westminster Highway Suite 50 Richmond ,  BC   V6X 1A7 
        ",3.5
,"            New Chongqing Restaurant
        ",5,https://www.yelp.ca/biz/new-chongqing-restaurant-vancouver?search_key=16423,"        (604) 266-9988
    ","             2044 W 41st Ave Vancouver ,  BC   V6M 1Y8 
        ",3.0
,"            Connie’s Cook House
        ",74,https://www.yelp.ca/biz/connies-cook-house-vancouver?search_key=16423,"        (604) 738-0980
    ","             2135 W 4th Ave Vancouver ,  BC   V6K 1N7 
        ",3.5
,"            Preference Noodle House
        ",18,https://www.yelp.ca/biz/preference-noodle-house-burnaby-2?search_key=35191,"        (604) 558-0995
    ","             4854 Imperial Street Burnaby ,  BC   V5J 1C4 
        ",4.5
,"            James Snacks
        ",10,https://www.yelp.ca/biz/james-snacks-richmond?search_key=35191,"        (604) 716-1328
    ","             4540 No 3 Road Unit 1160 Richmond ,  BC   V6X 4E8 
        ",4.5
,"            Kerrisdale Kitchen
        ",11,https://www.yelp.ca/biz/kerrisdale-kitchen-vancouver?search_key=41425,"        (604) 266-4233
    ","             6055 West Boulevard Vancouver ,  BC   V6M 3X2 
        ",3.5
,"            Super Chef Grill
        ",22,https://www.yelp.ca/biz/super-chef-grill-vancouver?search_key=41425,"        (604) 828-2083
    ","             280 Robson Street Vancouver ,  BC   V6B 0E7 
        ",4.5
,"            Countryside North East Chinese Restaurant
        ",7,https://www.yelp.ca/biz/countryside-north-east-chinese-restaurant-richmond?search_key=35191,"        (604) 773-3032
    ","             8571 Alexandra Road Suite 108 Richmond ,  BC   V6X 1C3 
        ",4.0
,"            Alvin Garden
        ",36,https://www.yelp.ca/biz/alvin-garden-burnaby?search_key=35191,"        (604) 437-0828
    ","             4850 Imperial Street Burnaby ,  BC   V5J 1C4 
        ",3.5
,"            EBE Kitchen House
        ",,https://www.yelp.ca/biz/ebe-kitchen-house-richmond-3?search_key=41425,"        (604) 233-8868
    ","             12880 Bathgate Way Unit 1B Richmond ,  BC   V6V 1Z4 
        ",
,"            Cheung Sing Herbal and Birds Nest
        ",1,https://www.yelp.ca/biz/cheung-sing-herbal-and-birds-nest-vancouver?search_key=14059,"        (604) 322-8063
    ","             5838 Victoria Dr Vancouver ,  BC   V5P 3W9 
        ",2.0
,"            Yang’s Hotpot & BBQ Restaurant
        ",1,https://www.yelp.ca/biz/yangs-hotpot-and-bbq-restaurant-vancouver?search_key=14059,"        (604) 558-3048
    ","             3048 Kingsway Vancouver ,  BC   V5R 5J7 
        ",3.0
,"            Richmond Night Market
        ",269,https://www.yelp.ca/biz/richmond-night-market-richmond-3?search_key=14059,"        (604) 244-8448
    ","             8351 River Road Richmond ,  BC   V6X 1Y4 
        ",3.5
,"            Paul’s Kitchen
        ",14,https://www.yelp.ca/biz/pauls-kitchen-richmond?search_key=14059,"        (604) 273-1319
    ","             4380 No. 3 Road Richmond ,  BC   V6X 3V7 
        ",4.5
,"            Beijiang Restaurant
        ",9,https://www.yelp.ca/biz/beijiang-restaurant-vancouver?search_key=44182,"        (604) 725-7887
    ","             3281 Kingsway Vancouver ,  BC   V5R 5K4 
        ",4.5
,"            Chongqing Restaurant
        ",85,https://www.yelp.ca/biz/chongqing-restaurant-vancouver?search_key=44182,"        (604) 254-7434
    ","             2808 Commercial Dr Vancouver ,  BC   V5N 4C6 
        ",3.5
,"            Sea Harbour Seafood Restaurant
        ",68,https://www.yelp.ca/biz/sea-harbour-seafood-restaurant-richmond?search_key=14059,"        (604) 232-0816
    ","             150-8888 River Road Richmond ,  BC   V6X 0E1 
        ",3.0
,"            Cathy House Company
        ",4,https://www.yelp.ca/biz/cathy-house-company-vancouver?search_key=59433,"        (604) 321-8589
    ","             6965 Victoria Dr Vancouver ,  BC   V5P 3Y7 
        ",3.0
,"            Zhou’s Black Duck
        ",,https://www.yelp.ca/biz/zhous-black-duck-vancouver?search_key=59433,"        (604) 876-0988
    ","             1629 Kingsway Vancouver ,  BC   V5N 2S2 
        ",
,"            MK Chop Chop BBQ House
        ",6,https://www.yelp.ca/biz/mk-chop-chop-bbq-house-vancouver?search_key=59433,"        (604) 428-4348
    ","             5755 Victoria Drive Vancouver ,  BC   V5P 3W5 
        ",3.0
,"            Dinesty Dumpling House
        ",201,https://www.yelp.ca/biz/dinesty-dumpling-house-richmond-2?search_key=59433,"        (604) 303-7772
    ","             8111 Ackroyd Road Suite 160 Richmond ,  BC   V6X 3J9 
        ",3.5
,"            Continental Seafood Restaurant
        ",73,https://www.yelp.ca/biz/continental-seafood-restaurant-richmond?search_key=59433,"        (604) 278-6331
    ","             11700 Cambie Rd Richmond ,  BC   V6X 1L5 
        ",3.5
,"            Chef Hung Taiwanese Beef Noodle
        ",143,https://www.yelp.ca/biz/chef-hung-taiwanese-beef-noodle-richmond?search_key=59433,"        (604) 295-9357
    ","             4151 Hazelbridge Way Unit 2800 Aberdeen Centre Richmond ,  BC   V6X 4J7 
        ",3.5
,"            Neptue Wonton Noodle
        ",5,https://www.yelp.ca/biz/neptue-wonton-noodle-vancouver?search_key=59433,,"             Designer Outlet 67A - 7899 Templeton Station Vancouver ,  BC   V7B 0B7 
        ",2.0
,"            Shanghai Garden
        ",,https://www.yelp.ca/biz/shanghai-garden-vancouver?search_key=86501,"        (604) 873-6123
    ","             3932 Fraser St Vancouver ,  BC   V5V 4E4 
        ",
,"            Sun Sui Wah Seafood Restaurant
        ",224,https://www.yelp.ca/biz/sun-sui-wah-seafood-restaurant-richmond?search_key=86501,"        (604) 273-8208
    ","             4940 No 3 Road Suite 102 Richmond ,  BC   V6X 3A5 
        ",3.5
,"            Little Panda Chinese Food
        ",,https://www.yelp.ca/biz/little-panda-chinese-food-vancouver?search_key=86501,"        (604) 683-7983
    ","             1610 Robson St Vancouver ,  BC   V6G 1C7 
        ",
,"            5 Tastes Chinese Bistro
        ",21,https://www.yelp.ca/biz/5-tastes-chinese-bistro-vancouver?search_key=86501,"        (604) 228-9353
    ","             2158 Western Parkway Vancouver ,  BC   V6T 1W6 
        ",2.0
,"            Victorious VinlaM Enterprises
        ",1,https://www.yelp.ca/biz/victorious-vinlam-enterprises-vancouver?search_key=86501,"        (604) 439-9881
    ","             3357 Kingsway Vancouver ,  BC   V5R 5K6 
        ",4.0
,"            Boston Restaurant
        ",5,https://www.yelp.ca/biz/boston-restaurant-vancouver?search_key=86501,"        (778) 379-8868
    ","             5155 Victoria Drive Vancouver ,  BC   V5P 3V1 
        ",2.5
,"            Mi Mi’s Chinese Food
        ",,https://www.yelp.ca/biz/mi-mis-chinese-food-vancouver?search_key=86501,"        (604) 685-3817
    ","             630 Davie St Vancouver ,  BC   V6B 2G5 
        ",
,"            R & H Chinese Food
        ",50,https://www.yelp.ca/biz/r-and-h-chinese-food-richmond?search_key=78267,"        (778) 297-5668
    ","             5300 No 3 Road Richmond ,  BC   V6X 2X9 
        ",4.0
,"            Mekong Restaurant
        ",,https://www.yelp.ca/biz/mekong-restaurant-vancouver?search_key=78267,"        (604) 253-7088
    ","             1414 Commercial Drive Vancouver ,  BC   V5L 3X9 
        ",
,"            Wah Bo Food
        ",1,https://www.yelp.ca/biz/wah-bo-food-vancouver?search_key=78267,"        (604) 323-8811
    ","             7053 Victoria Drive Vancouver ,  BC   V5P 3Y9 
        ",4.0
,"            Dragon View Restaurant
        ",51,https://www.yelp.ca/biz/dragon-view-restaurant-richmond?search_key=78267,"        (604) 241-8828
    ","             3779 Sexsmith Road Suite 1298 Richmond ,  BC   V6X 3Z9 
        ",4.0
,"            Tang Yun BBQ House
        ",1,https://www.yelp.ca/biz/tang-yun-bbq-house-vancouver?search_key=78267,"        (604) 221-6623
    ","             8175 Granville Street Vancouver ,  BC   V6P 4Z6 
        ",5.0
,"            Shanghai Morning Restaurant
        ",65,https://www.yelp.ca/biz/shanghai-morning-restaurant-richmond?search_key=78267,"        (778) 297-6098
    ","             8291 Alexandra Road Suite 125 Richmond ,  BC   V6X 1C3 
        ",4.0
,"            Beijing Shanghai Fast Food
        ",,https://www.yelp.ca/biz/beijing-shanghai-fast-food-richmond?search_key=92213,"        (604) 278-6316
    ","             8260 Westminster Hwy Richmond ,  BC   V6X 3Y2 
        ",
,"            Sun Ying Chinese
        ",1,https://www.yelp.ca/biz/sun-ying-chinese-vancouver?search_key=39083,"        (604) 569-1268
    ","             5763 Victoria Drive Vancouver ,  BC   V5P 3W5 
        ",3.0
,"            Healthy Noodle House
        ",44,https://www.yelp.ca/biz/healthy-noodle-house-vancouver?search_key=92213,"        (778) 371-8371
    ","             2716 W 4th Avenue Vancouver ,  BC   V6K 3V9 
        ",4.5
,"            Jacky’s Star Chinese Kitchen
        ",4,https://www.yelp.ca/biz/jackys-star-chinese-kitchen-vancouver?search_key=39083,"        (604) 428-3268
    ","             5794 Victoria Drive Vancouver ,  BC   V5P 3W7 
        ",2.5
,"            Jane’s at The Heights
        ",35,https://www.yelp.ca/biz/janes-at-the-heights-burnaby-2?search_key=39083,"        (604) 293-1343
    ","             4217 Hastings Street Burnaby ,  BC   V5C 2J5 
        ",4.0
,"            Amazing Wok
        ",2,https://www.yelp.ca/biz/amazing-wok-vancouver?search_key=39083,"        (604) 689-3865
    ","             555 Hastings St W Vancouver ,  BC   V6B 1M1 
        ",1.5
,"            Traditional Chinese BBQ House
        ",1,https://www.yelp.ca/biz/traditional-chinese-bbq-house-vancouver?search_key=39083,,"             3141 Kingsway Vancouver ,  BC   V5R 4B2 
        ",3.0
,"            Ming’s Garden
        ",10,https://www.yelp.ca/biz/mings-garden-north-vancouver-2?search_key=39083,"        (604) 985-8115
    ","             965 Marine Drive North Vancouver ,  BC   V7P 1S4 
        ",4.0
,"            Honolulu Cafe
        ",,https://www.yelp.ca/biz/honolulu-cafe-vancouver-3?search_key=54384,"        (604) 438-8632
    ","             3340 Kingsway Ste 240 Vancouver ,  BC   V5T 3J4 
        ",
,"            Yan Yang Tian
        ",1,https://www.yelp.ca/biz/yan-yang-tian-vancouver?search_key=54384,,"             382 Robson Vancouver ,  BC   V6B 
        ",2.0
,"            Lok’s Chinese Restaurant
        ",21,https://www.yelp.ca/biz/loks-chinese-restaurant-vancouver-2?search_key=90249,"        (604) 266-0788
    ","             2436 W 41St Ave Vancouver ,  BC   V6M 2A7 
        ",3.5
,"            Ginger and Soy
        ",18,https://www.yelp.ca/biz/ginger-and-soy-west-vancouver?search_key=54384,"        (778) 279-8862
    ","             1487 Marine Dr West Vancouver ,  BC   V7T 1B8 
        ",4.0
,"            Yummy Mammy
        ",3,https://www.yelp.ca/biz/yummy-mammy-vancouver?search_key=54384,"        (604) 558-3988
    ","             4963 Joyce Street Vancouver ,  BC   V5R 4G7 
        ",2.5
,"            Kongee Dinesty
        ",35,https://www.yelp.ca/biz/kongee-dinesty-richmond?search_key=54384,"        (604) 278-0077
    ","             150-9020 Capstan Way Richmond ,  BC   V6X 3V9 
        ",4.0
,"            Red Chilli Szechuan Restaurant
        ",35,https://www.yelp.ca/biz/red-chilli-szechuan-restaurant-north-vancouver?search_key=39083,"        (604) 986-2088
    ","             741 Lonsdale Avenue North Vancouver ,  BC   V7M 2G9 
        ",3.5
,"            Sanbo Restaurant
        ",3,https://www.yelp.ca/biz/sanbo-restaurant-richmond?search_key=68647,"        (604) 278-2616
    ","             6340 No. 3 Road Route 6 Richmond ,  BC   V6Y 2B3 
        ",3.5
,"            Old Ginger
        ",,https://www.yelp.ca/biz/old-ginger-vancouver-2?search_key=51218,"        (604) 559-6798
    ","             514 W Broadway Vancouver ,  BC   V5Z 1E9 
        ",
,"            Li’s China Grill
        ",14,https://www.yelp.ca/biz/lis-china-grill-vancouver?search_key=51218,,"             3377 Kingsway Vancouver ,  BC   V5R 5K6 
        ",2.0
,"            Fritou
        ",2,https://www.yelp.ca/biz/fritou-vancouver?search_key=51218,,"             1391 E 41st Avenue Vancouver ,  BC   V5W 1R7 
        ",3.5
,"            Uncle Mings Kitchen
        ",4,https://www.yelp.ca/biz/uncle-mings-kitchen-vancouver?search_key=51218,"        (604) 327-7658
    ","             8181 Main Street Vancouver ,  BC   V5X 3L2 
        ",3.5
,"            Chu Kiang Chinese Restaurant
        ",18,https://www.yelp.ca/biz/chu-kiang-chinese-restaurant-vancouver?search_key=68647,"        (604) 327-8835
    ","             6491 Knight Street Vancouver ,  BC   V5P 2V9 
        ",4.0
,"            Gah Lok Dim Sum
        ",2,https://www.yelp.ca/biz/gah-lok-dim-sum-vancouver-2?search_key=51218,"        (604) 873-2233
    ","             461 Powell Street Vancouver ,  BC   V6V 1G7 
        ",3.0
,"            Qoo Cafe
        ",21,https://www.yelp.ca/biz/qoo-cafe-vancouver?search_key=51218,"        (604) 266-1555
    ","             7994 Granville Street Vancouver ,  BC   V6P 4Z5 
        ",2.5
,"            Efendi Uyghur Restaurant
        ",5,https://www.yelp.ca/biz/efendi-uyghur-restaurant-vancouver-3?search_key=51218,"        (778) 379-7791
    ","             1345 Kingsway Vancouver ,  BC   V5V 3E3 
        ",4.5
,"            AA Plus Restaurant
        ",6,https://www.yelp.ca/biz/aa-plus-restaurant-vancouver?search_key=21219,"        (604) 565-8121
    ","             5207 Victoria Drive Vancouver ,  BC   V5P 3V4 
        ",3.5
,"            Shanghai River
        ",394,https://www.yelp.ca/biz/shanghai-river-richmond?search_key=51218,"        (604) 233-8885
    ","             7831 Westminster Highway Richmond ,  BC   V6X 4J4 
        ",4.0
,"            Chef Hung Taiwanese Beef Noodle
        ",7,https://www.yelp.ca/biz/chef-hung-taiwanese-beef-noodle-vancouver-4?search_key=21219,"        (778) 379-8865
    ","             2028 W 41st Avenue Vancouver ,  BC   V6M 1Y8 
        ",3.0
,"            Golden Eats Seafood Restaurant
        ",7,https://www.yelp.ca/biz/golden-eats-seafood-restaurant-vancouver?search_key=21219,"        (604) 336-3389
    ","             2141 Kingsway Vancouver ,  BC   V5N 2T5 
        ",2.5
,"            Golden Szechuan Restaurant
        ",,https://www.yelp.ca/biz/golden-szechuan-restaurant-vancouver?search_key=21219,"        (604) 738-3648
    ","             1788 Broadway W Vancouver ,  BC   V6J 1Y1 
        ",
,"            Flaming Wok
        ",15,https://www.yelp.ca/biz/flaming-wok-vancouver-2?search_key=21219,"        (604) 688-6533
    ","             701 W Georgia Street Vancouver ,  BC   V7Y 1H4 
        ",1.0
,"            East One Chinese Seafood Restaurant
        ",13,https://www.yelp.ca/biz/east-one-chinese-seafood-restaurant-vancouver?search_key=21219,"        (604) 215-7875
    ","             2800 E 1st Avenue Vancouver ,  BC   V5M 4P3 
        ",2.5
,"            Mi Mary’s Noodle and Liquor Bar
        ",5,https://www.yelp.ca/biz/mi-marys-noodle-and-liquor-bar-vancouver-2?search_key=78450,"        (604) 731-9892
    ","             3188 Macdonald Street Vancouver ,  BC   V6K 4W7 
        ",3.0
,"            Lian Hong Chinese Bakery
        ",12,https://www.yelp.ca/biz/lian-hong-chinese-bakery-vancouver?search_key=78450,"        (604) 322-9367
    ","             6400 Fraser St Vancouver ,  BC   V5W 3A4 
        ",2.5
,"            54th Ave Cafe Restaurant
        ",22,https://www.yelp.ca/biz/54th-ave-cafe-restaurant-vancouver?search_key=78450,"        (604) 432-6099
    ","             7088 Kerr St Vancouver ,  BC   V5S 4W2 
        ",2.5
,"            Chef Hung Taiwanese Beef Noodle
        ",34,https://www.yelp.ca/biz/chef-hung-taiwanese-beef-noodle-vancouver-3?search_key=78450,"        (604) 228-8765
    ","             3313 Shrum Lane Unit 102 Vancouver ,  BC   V6S 0C8 
        ",3.0
,"            Benss Cafe
        ",10,https://www.yelp.ca/biz/benss-cafe-vancouver?search_key=78450,"        (604) 558-3839
    ","             5628 Victoria Dr Vancouver ,  BC   V5P 3W2 
        ",3.0
,"            Lim Kee
        ",10,https://www.yelp.ca/biz/lim-kee-vancouver?search_key=78450,"        (604) 321-8006
    ","             6943 Victoria Drive Vancouver ,  BC   V5P 3Y8 
        ",3.0
,"            House of Canton Chinese Restaurant
        ",10,https://www.yelp.ca/biz/house-of-canton-chinese-restaurant-vancouver?search_key=78450,"        (604) 876-6110
    ","             4298 Main Vancouver ,  BC   V5V 3P9 
        ",2.5
,"            Broadway Chinese Restaurant
        ",14,https://www.yelp.ca/biz/broadway-chinese-restaurant-vancouver?search_key=78450,"        (604) 731-0488
    ","             1410 W Broadway St Vancouver ,  BC   V6H 1H4 
        ",2.0
,"            Timkee Kitchen
        ",27,https://www.yelp.ca/biz/timkee-kitchen-vancouver?search_key=80413,"        (604) 738-8628
    ","             2365 Burrard Street Vancouver ,  BC   V6J 3J2 
        ",1.5
,"            Giant Panda Szechuan Cuisine
        ",6,https://www.yelp.ca/biz/giant-panda-szechuan-cuisine-vancouver?search_key=80413,"        (604) 899-6126
    ","             88 W Pender St Vancouver ,  BC   V6B 6N9 
        ",2.5
,"            IPOH Asian House
        ",21,https://www.yelp.ca/biz/ipoh-asian-house-vancouver?search_key=80413,"        (604) 251-3322
    ","             2128 E Hastings Street Vancouver ,  BC   V5L 1V2 
        ",3.0
,"            China Town
        ",6,https://www.yelp.ca/biz/china-town-vancouver?search_key=80413,,"             Pender Street Vancouver ,  BC 
        ",3.5
,"            Peaceful Restaurant
        ",6,https://www.yelp.ca/biz/peaceful-restaurant-vancouver-6?search_key=80413,"        (604) 313-1333
    ","             570 Dunsmuir Street Vancouver ,  BC   V6B 1Y1 
        ",2.0
,"            Fatty Cow Seafood Hot Pot
        ",62,https://www.yelp.ca/biz/fatty-cow-seafood-hot-pot-vancouver?search_key=80413,"        (604) 568-6630
    ","             5108 Victoria Drive Vancouver ,  BC   V5P 3V2 
        ",3.0
,"            Jade Garden Kitchen
        ",28,https://www.yelp.ca/biz/jade-garden-kitchen-north-vancouver?search_key=80413,"        (604) 980-9139
    ","             1195 Marine Drive North Vancouver ,  BC   V7P 1T3 
        ",4.0
,"            Dinesty Dumpling House
        ",1,https://www.yelp.ca/biz/dinesty-dumpling-house-richmond-3?search_key=61513,"        (604) 279-9927
    ","             3779 Sexsmith Road Suite 1168 Richmond ,  BC   V6X 1J8 
        ",3.0
,"            My Home Cuisine
        ",16,https://www.yelp.ca/biz/my-home-cuisine-vancouver?search_key=47120,"        (604) 221-7482
    ","             5728 University Boulevard Suite B9 Vancouver ,  BC   V6T 1K6 
        ",3.5
,"            Chong’s Restaurant
        ",9,https://www.yelp.ca/biz/chongs-restaurant-vancouver?search_key=47120,"        (604) 431-0998
    ","             2532 Kingsway Vancouver ,  BC   V5R 5H2 
        ",3.0
,"            Hoy’s Wonton House
        ",33,https://www.yelp.ca/biz/hoys-wonton-house-vancouver?search_key=47120,"        (604) 874-4433
    ","             1202 Kingsway Vancouver ,  BC   V5V 3E1 
        ",2.0
,"            Two Brothers Restaurant & Cafe
        ",13,https://www.yelp.ca/biz/two-brothers-restaurant-and-cafe-vancouver?search_key=47120,"        (604) 264-7663
    ","             8532 Granville Street Vancouver ,  BC   V6P 4Z7 
        ",3.0
,"            Daimo Noodle Express
        ",16,https://www.yelp.ca/biz/daimo-noodle-express-vancouver?search_key=47120,"        (604) 264-7873
    ","             8185 Granville Street Vancouver ,  BC   V6P 
        ",3.0
,"            Sandy La Seafood Restaurant
        ",22,https://www.yelp.ca/biz/sandy-la-seafood-restaurant-vancouver?search_key=47120,,"             5257 Victoria Drive Vancouver ,  BC   V5P 
        ",2.5
,"            Yao Sun Loong Kong Chicken
        ",2,https://www.yelp.ca/biz/yao-sun-loong-kong-chicken-vancouver?search_key=82673,"        (604) 215-9932
    ","             2800 1st Ave E Vancouver ,  BC   V5M 4P1 
        ",4.0
,"            Come Along Seafood Restaurant
        ",37,https://www.yelp.ca/biz/come-along-seafood-restaurant-vancouver?search_key=82673,"        (604) 439-1318
    ","             2550 Kingsway Vancouver ,  BC   V5R 5H2 
        ",3.5
,"            The Boss Bakery & Restaurant
        ",33,https://www.yelp.ca/biz/the-boss-bakery-and-restaurant-vancouver?search_key=82673,"        (604) 683-3860
    ","             532 Main Street Vancouver ,  BC   V6A 2T9 
        ",3.5
,"            Duotian Fish Soup Noodles Restaurant
        ",35,https://www.yelp.ca/biz/duotian-fish-soup-noodles-restaurant-vancouver?search_key=82673,"        (604) 566-9612
    ","             2800 E 1st Avenue Suite 212 Vancouver ,  BC   V5M 4N9 
        ",3.0
,"            Buddha’s Orient Express
        ",14,https://www.yelp.ca/biz/buddhas-orient-express-vancouver?search_key=82673,"        (604) 873-5885
    ","             2450 Commercial Dr Vancouver ,  BC   V5N 
        ",2.5
,"            Dim Sum Express
        ",11,https://www.yelp.ca/biz/dim-sum-express-vancouver?search_key=82673,"        (778) 881-3784
    ","             200 Howe Street Vancouver ,  BC   V6C 3L5 
        ",3.0
,"            Mitzie’s
        ",29,https://www.yelp.ca/biz/mitzies-vancouver?search_key=47120,"        (604) 689-9763
    ","             179 E Pender Street Vancouver ,  BC   V6A 
        ",3.0
,"            Spicy Beauty Restaurant
        ",6,https://www.yelp.ca/biz/spicy-beauty-restaurant-vancouver?search_key=82673,"        (604) 559-6611
    ","             1707 Kingsway Vancouver ,  BC   V5N 3Z8 
        ",3.5
,"            Golden Oscar Cafe & Restaurants
        ",36,https://www.yelp.ca/biz/golden-oscar-cafe-and-restaurants-vancouver?search_key=82673,"        (604) 437-8138
    ","             3868 Rupert St Vancouver ,  BC   V5R 6E4 
        ",3.0
,"            Bubble Queen
        ",18,https://www.yelp.ca/biz/bubble-queen-vancouver?search_key=55435,"        (604) 620-1616
    ","             3208 Oak Street Vancouver ,  BC   V6H 2L3 
        ",3.5
,"            Van Dragon Chinese Restaurant
        ",13,https://www.yelp.ca/biz/van-dragon-chinese-restaurant-vancouver?search_key=55435,"        (604) 255-0680
    ","             2163 E Hastings Street Vancouver ,  BC   V5L 1V2 
        ",3.0
,"            Top Cantonese Cuisine Restaurant
        ",37,https://www.yelp.ca/biz/top-cantonese-cuisine-restaurant-vancouver?search_key=55435,"        (604) 436-1623
    ","             2752 Kingsway Vancouver ,  BC   V5R 5H5 
        ",3.0
,"            Kent’s Kitchen
        ",28,https://www.yelp.ca/biz/kents-kitchen-vancouver-2?search_key=55435,"        (604) 669-2237
    ","             232 Keefer Street Vancouver ,  BC   V6A 1X5 
        ",3.5
,"            Pinpin Restaurant
        ",66,https://www.yelp.ca/biz/pinpin-restaurant-vancouver?search_key=55435,"        (604) 322-3086
    ","             6113 Fraser Street Vancouver ,  BC   V5W 2Z9 
        ",3.0
,"            Angel Cafe
        ",57,https://www.yelp.ca/biz/angel-cafe-vancouver?search_key=55435,"        (604) 323-8948
    ","             5995 Fraser Street Vancouver ,  BC   V5W 2Z6 
        ",3.0
,"            Lucky Plus Restaurant
        ",14,https://www.yelp.ca/biz/lucky-plus-restaurant-vancouver?search_key=55435,"        (604) 438-0033
    ","             3823 Rupert Street Vancouver ,  BC   V5R 2G7 
        ",3.5
,"            Full House Chinese Restaurant
        ",3,https://www.yelp.ca/biz/full-house-chinese-restaurant-vancouver?search_key=55090,"        (604) 873-3686
    ","             3466 Cambie Street Vancouver ,  BC   V5Z 
        ",3.0
,"            Yu Kee BBQ Kitchen
        ",15,https://www.yelp.ca/biz/yu-kee-bbq-kitchen-vancouver-2?search_key=55435,"        (604) 438-8999
    ","             2609 E 49th Ave Vancouver ,  BC   V5S 1J9 
        ",3.5
,"            Hopewell Chinese Kitchen
        ",6,https://www.yelp.ca/biz/hopewell-chinese-kitchen-vancouver?search_key=55090,"        (604) 251-3386
    ","             2800 1st Avenue E Vancouver ,  BC   V5M 4P4 
        ",3.5
,"            Floata Seafood Restaurant
        ",118,https://www.yelp.ca/biz/floata-seafood-restaurant-vancouver-2?search_key=55435,"        (604) 602-0368
    ","             180 Keefer Street Vancouver ,  BC   V6A 4E9 
        ",2.5
,"            Best Dim Sum Co
        ",4,https://www.yelp.ca/biz/best-dim-sum-co-vancouver?search_key=55090,"        (604) 677-5031
    ","             2800 1st Avenue E Suite 217 Vancouver ,  BC   V5M 4P1 
        ",3.5
,"            Golden House Seafood Restaurant
        ",6,https://www.yelp.ca/biz/golden-house-seafood-restaurant-vancouver?search_key=55090,"        (604) 321-3866
    ","             6520 Fraser Street Vancouver ,  BC   V5X 3T3 
        ",4.0
,"            Prince Seafood Restaurant
        ",49,https://www.yelp.ca/biz/prince-seafood-restaurant-vancouver?search_key=55090,"        (604) 430-6808
    ","             2881 Grandview Highway Vancouver ,  BC   V5M 2E1 
        ",3.0
,"            Bubble Waffle Cafe
        ",9,https://www.yelp.ca/biz/bubble-waffle-cafe-vancouver-2?search_key=55090,"        (604) 620-4444
    ","             Royal Centre Food Court 1055 W Georgia Street, Suite 219 Vancouver ,  BC   V6E 
        ",3.0
,"            Yummy Dumpling
        ",1,https://www.yelp.ca/biz/yummy-dumpling-richmond?search_key=35017,"        (604) 232-5220
    ","             4151 Hazelbridge Way Richmond ,  BC   V6X 4J7 
        ",5.0
,"            Coco Noodle Express
        ",24,https://www.yelp.ca/biz/coco-noodle-express-vancouver?search_key=55090,"        (604) 609-2678
    ","             382 Robson Street Vancouver ,  BC   V6B 2B2 
        ",3.5
,"            Chong Qing Qin Ma Hotpot
        ",8,https://www.yelp.ca/biz/chong-qing-qin-ma-hotpot-richmond?search_key=35017,"        (604) 276-2266
    ","             8080 Leslie Road Suite 210 Richmond ,  BC   V6X 4A8 
        ",2.0
,"            Royal Fortune Szechuan Restaurant
        ",9,https://www.yelp.ca/biz/royal-fortune-szechuan-restaurant-vancouver?search_key=25409,"        (604) 879-3633
    ","             3944 Fraser St Vancouver ,  BC   V5V 4E4 
        ",3.0
,"            Kerrisdale Kitchen
        ",11,https://www.yelp.ca/biz/kerrisdale-kitchen-vancouver?search_key=25409,"        (604) 266-4233
    ","             6055 West Boulevard Vancouver ,  BC   V6M 3X2 
        ",3.5
,"            Copa Café
        ",83,https://www.yelp.ca/biz/copa-caf%C3%A9-vancouver-2?search_key=25409,"        (604) 873-8974
    ","             4030 Cambie St Vancouver ,  BC   V5Z 2X8 
        ",2.5
,"            Lucky Dragon Palace Restaurant
        ",3,https://www.yelp.ca/biz/lucky-dragon-palace-restaurant-vancouver?search_key=25409,"        (604) 325-0783
    ","             5822 Victoria Drive Vancouver ,  BC   V5P 3W5 
        ",4.0
